Time,PickupX,PickupY,DropoffX,DropoffY
362,945.44,931.083,1391.445,1149.71
363,1503.232,851.267,1557.389,1146.066
363,969.37,1215.733,1249.936,1000.357
374,1234.992,1316.277,971.686,1304.119
375,1592.925,1116.588,1071.844,1304.987
392,1385.8,1267.738,949.686,917.381
394,916.364,1282.247,1316.952,835.069
399,1633.864,1230.079,890.529,1130.373
402,1411.801,1392.502,968.212,1171.54
407,1154.592,849.817,1565.302,1026.566
408,1259.736,912.005,1304.092,880.814
410,925.877,1004.73,1079.747,1127.033
412,1394.954,1392.021,1258.926,854.622
414,949.686,917.381,1063.16,1215.54
423,856.838,1227.234,1439.289,1291.155
427,1348.466,1388.066,1063.16,1215.54
446,930.195,1287.715,1050.722,1119.112
454,1390.266,1195.855,1347.713,1190.211
457,1378.108,1391.54,1228.546,1271.119
458,1243.153,841.455,1333.645,1386.33
458,1348.466,1388.066,1513.804,880.325
460,1292.527,1006.055,1463.453,824.234
464,1333.529,1188.329,901.791,1097.993
464,1236.265,1301.803,1506.03,1007.27
465,1633.864,1230.079,1332.852,878.86
469,1274.36,1379.382,1496.274,1272.416
476,1381.954,1329.639,896.16,1114.183
481,903.476,1137.234,1051.27,859.573
485,1538.621,1001.687,1201.686,1367.014
488,1050.722,1119.112,1318.824,1384.593
489,1216.967,1225.092,1363.511,1015.551
491,1394.954,1392.021,1419.644,827.273
495,1402.476,1227.863,1377.185,1014.475
500,880.903,1158.047,1213.108,1209.75
502,1419.213,1188.908,1259.539,1377.645
507,1569.906,1041.57,1276.792,1180.803
526,1320.92,1009.853,992.23,865.147
528,916.423,1144.095,1068.949,1275.171
539,1331.712,833.821,1276.792,1180.803
550,876.09,1171.885,1346.472,832.573
554,1258.926,854.622,1050.722,1119.112
563,971.686,1304.119,1290.976,1182.684
566,1213.632,844.242,1131.16,1349.119
574,1470.062,1259.966,1404.534,1012.322
581,1074.739,1334.803,1363.511,1015.551
595,1404.534,1012.322,957.856,1298.651
598,874.873,1265.844,1492.659,822.208
599,1304.092,880.814,847.212,1254.908
600,1533.289,1370.674,1290.976,1182.684
606,1522.486,1284.867,1201.686,1367.014
608,1545.616,1311.989,1112.949,990.908
611,1215.792,1370.593,1602.72,1145.662
613,1292.527,1006.055,992.23,865.147
614,935.212,1087.592,1419.644,827.273
617,1430.167,1378.436,914.804,1050.974
623,1390.266,1195.855,1430.167,1378.436
630,861.651,1213.396,1439.289,1291.155
634,1304.002,1382.856,1244.718,1375.908
643,1456.956,1253.741,1497.945,836.738
651,1503.232,851.267,929.37,1150.956
655,1418.209,1011.246,968.212,1171.54
659,1434.728,1334.796,1274.36,1379.382
664,902.534,1276.78,1066.055,1245.356
666,1070.397,1290.079,1231.171,1359.698
668,1361.232,831.325,1597.529,1131.592
674,1349.314,1013.652,1289.181,1381.119
678,1477.108,1175.013,1152.31,1146.834
686,1621.698,1239.684,1463.453,824.234
689,1361.232,831.325,885.716,1144.21
690,936.949,958.487,1545.521,967.5
703,1290.976,1182.684,1392.231,1118.946
712,1436.248,1320.249,1477.108,1175.013
719,1522.486,1284.867,1181.335,1154.754
727,1388.684,1221.312,888.703,1271.312
733,1228.546,1271.119,1534.949,938.442
742,1173.476,1359.856,1442.33,1262.062
743,1633.864,1230.079,1258.926,854.622
747,935.212,1087.592,885.716,1144.21
752,1508.518,865.796,1210.36,1162.675
753,1529.663,923.913,866.464,1199.559
754,1095.551,855.392,1347.232,877.883
754,1021.844,1111.232,1289.181,1381.119
759,1382.915,1314.164,1456.956,1253.741
770,1001.13,1312.886,1390.86,1013.399
770,1259.939,869.183,1304.092,880.814
772,970.528,1259.926,1527.126,1400.017
773,1361.485,861.713,1430.059,1240.964
781,1257.913,840.061,1171.423,998.434
800,1244.718,1375.908,1448.85,825.247
800,1195.848,1158.715,1391.052,1165.091
806,1544.009,1150.89,1440.809,1276.609
819,1584.149,1136.417,1066.031,858.179
832,1430.059,1240.964,1278.33,1004.156
833,1187.581,1363.435,949.686,917.381
837,871.277,1185.722,1492.659,822.208
839,1187.126,998.819,861.651,1213.396
843,1258.521,940.265,1522.486,1284.867
848,936.949,958.487,1597.364,1258.895
859,1434.247,826.26,1431.688,1363.889
872,1503.232,851.267,1517.249,1160.54
874,1318.472,879.837,861.042,1260.376
886,933.258,973.901,1079.747,1127.033
888,1378.108,1391.54,1166.822,1150.794
890,1497.945,836.738,1497.945,836.738
893,1287.433,837.565,1419.213,1188.908
909,1050.722,1119.112,1383.877,1298.688
910,1574.51,1056.574,1613.101,1173.801
916,1051.27,859.573,964.09,1095.472
916,1440.809,1276.609,1056.941,1167.326
923,1007.406,1107.292,1527.126,1400.017
931,1131.16,1349.119,1478.056,823.221
936,1187.581,1363.435,1229.897,1374.172
938,964.09,1095.472,1333.645,1386.33
943,981.021,967.822,1390.266,1195.855
946,1233.718,1330.75,1290.976,1182.684
952,1287.433,837.565,1231.171,1359.698
953,1067.502,1260.263,1250.832,1173.719
955,1244.718,1375.908,1007.406,1107.292
957,1198.872,845.636,925.877,1004.73
960,1570.769,1141.241,1361.485,861.713
962,1229.897,1374.172,969.756,1230.464
969,1379.069,1376.065,1349.314,1013.652
969,1623.483,1201.94,1166.822,1150.794
971,1275.332,882.767,929.567,989.316
977,1173.476,1359.856,1517.249,1160.54
995,1187.581,1363.435,935.212,1087.592
1003,1050.722,1119.112,1187.581,1363.435
1008,1439.289,1291.155,1332.852,878.86
1011,1260.952,883.744,1588.321,1101.585
1016,1139.832,851.211,1305.16,1184.566
1017,1545.616,1311.989,1236.265,1301.803
1031,1361.897,1192.092,1519.09,894.854
1032,1259.129,926.135,1274.36,1379.382
1040,1137.797,1142.874,907.423,1081.803
1042,1409.385,1093.215,1633.864,1230.079
1058,1545.616,1311.989,1257.913,840.061
1063,901.791,1097.993,1217.029,1195.378
1064,1442.715,1393.987,966.331,964.71
1066,1361.612,876.907,1542.534,1326.66
1082,1051.27,859.573,1272.673,838.813
1093,1068.949,1275.171,964.09,1095.472
1096,1443.85,1247.515,1252.595,985.037
1100,947.949,869.328,1361.358,846.519
1102,1259.736,912.005,930.195,1287.715
1114,1348.466,1388.066,1530.208,1385.345
1115,1264.133,1002.256,890.529,1130.373
1115,1434.728,1334.796,1252.595,985.037
1121,1305.16,1184.566,1224.873,1166.635
1121,1607.911,1159.731,1585.198,1268.501
1121,1320.92,1009.853,1544.009,1150.89
1134,1234.992,1316.277,1069.094,985.263
1140,1287.433,837.565,1389.475,1208.584
1146,1021.75,862.36,1127.568,992.789
1148,1213.108,1209.75,1249.936,1000.357
1150,1556.094,996.559,1098.331,989.026
1153,1272.673,838.813,1391.445,1149.71
1153,1361.612,876.907,1418.209,1011.246
1157,1202.828,999.203,1490.488,1170.189
1167,1579.114,1071.577,1527.126,1400.017
1174,1529.663,923.913,1067.502,1260.263
1183,1066.031,858.179,1074.739,1334.803
1183,1506.03,1007.27,890.529,1130.373
1185,1274.36,1379.382,1517.249,1160.54
1185,1463.453,824.234,986.408,1308.502
1186,1229.897,1374.172,1527.126,1400.017
1187,911.113,1066.388,1250.832,1173.719
1192,1436.248,1320.249,1215.792,1370.593
1195,935.212,1087.592,1445.558,1009.094
1196,1063.16,1215.54,1332.852,878.86
1198,1597.364,1258.895,1548.698,1297.317
1205,1069.094,985.263,1318.824,1384.593
1213,1409.385,1093.215,1202.828,999.203
1214,1218.531,999.588,1233.718,1330.75
1215,1348.466,1388.066,1540.235,952.971
1218,1496.274,1272.416,1021.844,1111.232
1226,1289.181,1381.119,911.113,1066.388
1228,1557.389,1146.066,1145.265,1352.698
1229,1407.445,1060.858,1361.612,876.907
1239,1361.358,846.519,1437.769,1305.702
1245,1171.423,998.434,1431.688,1363.889
1256,1259.129,926.135,1276.792,1180.803
1256,1477.108,1175.013,1388.684,1221.312
1271,941.195,944.785,1258.521,940.265
1283,1231.171,1359.698,852.025,1241.071
1285,1463.453,824.234,1229.897,1374.172
1286,1544.009,1150.89,1513.058,1399.012
1291,1391.838,1134.328,1063.16,1215.54
1317,1228.393,842.849,947.949,869.328
1320,1522.486,1284.867,1232.406,1286.461
1331,1098.331,989.026,1236.265,1301.803
1355,1361.485,861.713,1260.952,883.744
1359,1585.198,1268.501,1490.488,1170.189
1376,1202.828,999.203,1428.647,1392.983
1379,1548.698,1297.317,1389.475,1208.584
1379,1065.234,1123.073,1492.659,822.208
1397,1574.51,1056.574,1217.029,1195.378
1398,1382.915,1314.164,916.423,1144.095
1418,1391.838,1134.328,861.651,1213.396
