Time,PickupX,PickupY,DropoffX,DropoffY
595,929.567,989.316,1470.852,1395.997
595,1588.321,1101.585,1556.094,996.559
595,1181.335,1154.754,1229.897,1374.172
595,1156.805,996.552,1059.014,1183.397
597,986.408,1308.502,1213.632,844.242
598,861.651,1213.396,947.949,869.328
599,1361.612,876.907,1224.873,1166.635
599,969.37,1215.733,1530.629,1155.715
603,1378.108,1391.54,1068.949,1275.171
604,1202.828,999.203,1633.864,1230.079
605,936.949,958.487,907.423,1081.803
605,1061.087,1199.468,1264.133,1002.256
605,1506.03,1007.27,907.423,1081.803
606,1236.265,1301.803,1001.13,1312.886
607,1506.03,1007.27,1448.85,825.247
607,964.09,1095.472,1198.872,845.636
607,861.042,1260.376,968.984,1201.002
607,1378.108,1391.54,1131.16,1349.119
607,903.476,1137.234,949.651,1091.532
608,1249.936,1000.357,1224.873,1166.635
609,1102.949,1341.961,1094.26,1130.993
610,1545.616,1311.989,1609.531,1249.29
610,1260.952,883.744,1597.529,1131.592
610,1152.31,1146.834,935.212,1087.592
612,1187.581,1363.435,1210.36,1162.675
613,1021.75,862.36,936.949,958.487
613,1388.684,1221.312,907.423,1081.803
614,1406.475,1044.679,1534.949,938.442
615,1390.86,1013.399,1538.621,1001.687
616,1536.371,1356.003,1390.659,1180.473
616,1388.684,1221.312,1428.647,1392.983
619,1067.502,1260.263,1063.16,1215.54
622,1063.16,1215.54,1074.739,1334.803
622,1259.129,926.135,1137.797,1142.874
623,1067.502,1260.263,1524.377,909.384
623,1142.186,994.671,1074.739,1334.803
623,1257.913,840.061,1548.698,1297.317
624,1142.186,994.671,1404.534,1012.322
624,1347.232,877.883,1406.475,1044.679
626,1278.33,1004.156,970.914,1274.657
627,1440.809,1276.609,1530.208,1385.345
627,876.09,1171.885,968.984,1201.002
629,1234.992,1316.277,922.186,1020.145
629,1213.108,1209.75,1618.292,1187.87
629,1382.915,1314.164,1430.059,1240.964
629,941.195,944.785,1544.009,1150.89
630,1145.265,1352.698,1249.936,1000.357
631,1274.36,1379.382,1560.864,1287.712
632,1264.133,1002.256,903.476,1137.234
632,1095.551,855.392,1527.126,1400.017
632,1187.581,1363.435,949.651,1091.532
635,1079.747,1127.033,969.37,1215.733
635,1384.838,1283.213,1361.232,831.325
635,1409.385,1093.215,1169.352,848.423
636,1394.954,1392.021,1539.453,1341.331
636,871.277,1185.722,992.967,1103.352
637,1220.951,1181.007,1440.809,1276.609
638,1445.558,1009.094,1051.27,859.573
638,922.186,1020.145,1052.795,1135.184
639,1125.071,852.604,1527.126,1400.017
639,861.042,1260.376,1083.712,987.144
640,929.567,989.316,1236.265,1301.803
641,971.3,1289.388,1152.31,1146.834
641,1187.581,1363.435,1597.529,1131.592
642,918.495,1035.559,1316.952,835.069
643,1220.827,1240.434,977.469,866.541
643,1517.249,1160.54,1440.809,1276.609
646,1391.052,1165.091,1305.16,1184.566
646,1513.804,880.325,1478.056,823.221
646,1409.385,1093.215,1243.153,841.455
647,1492.659,822.208,907.423,1081.803
648,1443.85,1247.515,968.212,1171.54
648,896.16,1114.183,1050.722,1119.112
649,1264.133,1002.256,1522.486,1284.867
649,1249.936,1000.357,1059.014,1183.397
650,1198.872,845.636,1388.684,1221.312
650,929.37,1150.956,1083.712,987.144
653,1184.112,847.03,1249.936,1000.357
655,1236.265,1301.803,949.686,917.381
656,1335.117,1011.753,1276.792,1180.803
656,1287.433,837.565,1378.108,1391.54
656,1613.101,1173.801,1249.936,1000.357
657,1492.659,822.208,1258.926,854.622
660,1045.295,1326.036,957.856,1298.651
661,866.464,1199.559,1490.488,1170.189
663,1102.949,1341.961,1231.171,1359.698
663,1142.186,994.671,1442.33,1262.062
663,1411.801,1392.502,1257.913,840.061
664,1249.936,1000.357,1588.321,1101.585
667,1220.827,1240.434,907.423,1081.803
667,902.534,1276.78,1316.952,835.069
670,1302.192,836.317,1475.794,1008.182
670,1201.686,1367.014,1484.921,1397.002
670,1187.581,1363.435,1402.476,1227.863
670,1522.486,1284.867,1169.352,848.423
671,1583.718,1086.581,1408.415,1077.036
672,1498.989,1398.007,968.598,1186.271
672,1407.445,1060.858,1173.476,1359.856
673,1289.712,881.79,1409.385,1093.215
675,1224.873,1166.635,890.529,1130.373
675,1613.101,1173.801,890.529,1130.373
677,1408.415,1077.036,1380.031,1360.59
679,890.529,1130.373,1021.844,1111.232
681,966.331,964.71,921.317,1084.697
682,970.142,1245.195,1260.344,897.874
682,1404.534,1012.322,1470.062,1259.966
682,1257.913,840.061,896.16,1114.183
683,1001.13,1312.886,1202.828,999.203
684,1519.09,894.854,1052.795,1135.184
685,929.567,989.316,1068.949,1275.171
687,1408.415,1077.036,1597.364,1258.895
690,1187.126,998.819,1448.85,825.247
693,1443.85,1247.515,1036.283,1115.172
694,1389.475,1208.584,874.873,1265.844
695,1229.897,1374.172,1428.647,1392.983
696,1570.769,1141.241,1304.002,1382.856
697,1609.531,1249.29,914.804,1050.974
698,1524.377,909.384,1249.936,1000.357
698,1036.51,860.966,1166.822,1150.794
698,1376.082,1193.974,1259.939,869.183
701,1243.153,841.455,1127.568,992.789
707,888.703,1271.312,1361.232,831.325
708,1431.688,1363.889,1287.433,837.565
709,1243.153,841.455,1408.415,1077.036
710,1569.906,1041.57,1443.85,1247.515
713,1613.101,1173.801,1381.954,1329.639
714,1215.792,1370.593,1381.954,1329.639
714,971.686,1304.119,1388.684,1221.312
715,936.949,958.487,1544.009,1150.89
715,1257.913,840.061,1243.153,841.455
716,1517.249,1160.54,1390.266,1195.855
716,1137.797,1142.874,911.113,1066.388
717,1229.897,1374.172,1333.529,1188.329
719,1527.126,1400.017,971.3,1289.388
720,1331.712,833.821,1542.534,1326.66
720,1264.133,1002.256,903.476,1137.234
722,1375.835,830.312,969.756,1230.464
724,1407.445,1060.858,1428.647,1392.983
726,1431.688,1363.889,1347.232,877.883
732,1442.33,1262.062,1074.739,1334.803
732,876.09,1171.885,1448.161,1181.961
734,1236.265,1301.803,1054.868,1151.255
735,1054.476,983.381,1390.659,1180.473
736,970.142,1245.195,933.258,973.901
736,1385.8,1267.738,1363.511,1015.551
737,1201.686,1367.014,929.37,1150.956
737,1560.698,1011.562,856.838,1227.234
741,1228.546,1271.119,1390.266,1195.855
742,1108.772,1134.953,1583.718,1086.581
742,1080.791,856.785,992.23,865.147
743,1560.864,1287.712,1080.791,856.785
743,1098.331,989.026,936.949,958.487
743,933.258,973.901,1195.848,1158.715
745,890.529,1130.373,1517.249,1160.54
747,1548.698,1297.317,1618.292,1187.87
750,1290.976,1182.684,1080.791,856.785
750,1388.684,1221.312,1530.208,1385.345
751,1375.835,830.312,1409.385,1093.215
753,1169.352,848.423,1460.676,1008.638
754,1436.248,1320.249,1390.659,1180.473
755,1220.951,1181.007,907.423,1081.803
755,957.856,1298.651,949.107,901.364
758,1117.055,1345.54,1560.864,1287.712
761,890.529,1130.373,1405.505,1028.501
761,1131.16,1349.119,1477.108,1175.013
763,1411.801,1392.502,1054.476,983.381
764,847.212,1254.908,969.37,1215.733
765,1257.913,954.396,1483.168,1266.191
767,1483.168,1266.191,1392.231,1118.946
767,1234.234,999.973,1289.181,1381.119
768,1402.476,1227.863,1402.476,1227.863
768,1524.377,909.384,1050.722,1119.112
769,1597.529,1131.592,1377.185,1014.475
770,981.021,967.822,1213.632,844.242
770,1434.728,1334.796,1052.795,1135.184
771,1405.041,828.286,1361.232,831.325
772,1145.265,1352.698,1560.698,1011.562
772,1409.385,1093.215,876.09,1171.885
773,1583.718,1086.581,1249.936,1000.357
776,1390.266,1195.855,1391.445,1149.71
776,970.914,1274.657,1198.872,845.636
776,1378.108,1391.54,970.142,1245.195
777,957.856,1298.651,916.423,1144.095
777,1346.472,832.573,1618.292,1187.87
778,1513.804,880.325,1404.534,1012.322
782,969.37,1215.733,1068.949,1275.171
783,1538.621,1001.687,907.423,1081.803
784,1402.476,1227.863,1065.234,1123.073
786,1378.108,1391.54,1433.208,1349.342
787,1545.616,1311.989,1521.148,1006.815
788,1110.311,853.998,1380.992,1345.114
790,1137.797,1142.874,1117.055,1345.54
792,935.212,1087.592,1304.092,880.814
793,1445.558,1009.094,1477.108,1175.013
793,1496.274,1272.416,1229.897,1374.172
793,1388.684,1221.312,1171.423,998.434
794,971.3,1289.388,1074.739,1334.803
796,1007.406,1107.292,1095.551,855.392
799,1409.385,1093.215,1388.684,1221.312
805,1492.659,822.208,1404.534,1012.322
806,1318.472,879.837,1333.645,1386.33
806,1217.029,1195.378,1236.265,1301.803
807,1573.031,1278.106,1095.551,855.392
807,1375.835,830.312,1545.521,967.5
809,1508.518,865.796,1260.952,883.744
810,1408.415,1077.036,971.686,1304.119
810,1381.954,1329.639,925.877,1004.73
810,1390.86,1013.399,1071.844,1304.987
813,1585.198,1268.501,1036.51,860.966
819,1275.332,882.767,861.651,1213.396
819,1460.676,1008.638,1548.698,1297.317
820,1513.804,880.325,1117.055,1345.54
822,1391.838,1134.328,1434.247,826.26
823,1633.864,1230.079,1260.344,897.874
823,1408.415,1077.036,1527.126,1400.017
825,1428.647,1392.983,1456.956,1253.741
826,1404.534,1012.322,885.716,1144.21
826,880.903,1158.047,1348.466,1388.066
827,944.025,1293.183,916.423,1144.095
827,1597.529,1131.592,1542.534,1326.66
828,1260.952,883.744,1187.581,1363.435
830,1098.331,989.026,916.423,1144.095
830,1257.913,840.061,1088.844,1338.382
832,1152.31,1146.834,1332.852,878.86
833,1257.913,954.396,903.476,1137.234
833,1173.476,1359.856,1123.285,1138.914
836,847.212,1254.908,1213.632,844.242
836,1361.897,1192.092,1542.534,1326.66
837,1442.33,1262.062,1275.332,882.767
841,1015.851,1317.269,1171.423,998.434
842,907.423,1081.803,992.23,865.147
845,1021.75,862.36,955.265,1164.678
847,1181.335,1154.754,1060.017,1330.42
848,1404.534,1012.322,1156.805,996.552
848,1483.168,1266.191,1597.529,1131.592
849,1363.287,1389.803,1361.232,831.325
850,1363.287,1389.803,1069.094,985.263
852,1579.114,1071.577,949.686,917.381
852,1187.581,1363.435,1405.505,1028.501
854,1260.952,883.744,1243.153,841.455
856,1443.85,1247.515,1618.292,1187.87
856,1530.629,1155.715,1411.801,1392.502
857,1220.951,1181.007,1036.283,1115.172
857,1187.126,998.819,1074.739,1334.803
857,1169.352,848.423,1249.936,1000.357
861,1380.992,1345.114,1050.722,1119.112
861,1498.989,1398.007,944.025,1293.183
862,1347.232,877.883,1388.684,1221.312
864,1633.864,1230.079,1252.595,985.037
865,1244.718,1375.908,1618.292,1187.87
866,1573.031,1278.106,1407.445,1060.858
867,1633.864,1230.079,1385.8,1267.738
869,1388.684,1221.312,1363.511,1015.551
869,1021.844,1111.232,1257.913,954.396
870,1407.445,1060.858,1522.486,1284.867
871,1509.38,1278.641,1379.069,1376.065
873,957.856,1298.651,970.914,1274.657
873,1389.475,1208.584,1228.546,1271.119
875,1263.812,1177.261,1347.232,877.883
876,1390.266,1195.855,1545.521,967.5
877,1628.674,1216.009,1154.592,849.817
878,1098.331,989.026,1443.85,1247.515
878,1588.321,1101.585,1331.712,833.821
879,1490.912,1007.726,861.651,1213.396
879,1378.108,1391.54,1318.472,879.837
881,1621.698,1239.684,1583.718,1086.581
883,1550.808,982.03,1318.472,879.837
884,1390.266,1195.855,1394.954,1392.021
884,1006.99,863.754,1416.267,1234.414
885,969.37,1215.733,1264.133,1002.256
885,1409.385,1093.215,1545.521,967.5
886,1439.289,1291.155,1633.864,1230.079
886,992.967,1103.352,1585.198,1268.501
887,1545.521,967.5,907.423,1081.803
888,1095.551,855.392,1074.739,1334.803
889,971.686,1304.119,1477.108,1175.013
889,847.212,1254.908,1061.087,1199.468
890,949.651,1091.532,1065.234,1123.073
891,1071.844,1304.987,1074.739,1334.803
893,1391.052,1165.091,1409.385,1093.215
893,1588.321,1101.585,1318.472,879.837
893,1228.393,842.849,1448.161,1181.961
894,1257.913,840.061,1264.133,1002.256
895,1548.698,1297.317,1524.377,909.384
896,918.495,1035.559,1036.283,1115.172
896,1304.092,880.814,1556.094,996.559
898,1258.521,940.265,1335.117,1011.753
903,1228.393,842.849,1289.712,881.79
904,1548.698,1297.317,1440.809,1276.609
905,1418.209,1011.246,1621.698,1239.684
905,1228.393,842.849,1477.108,1175.013
906,890.529,1130.373,916.364,1282.247
907,1430.059,1240.964,1508.518,865.796
907,1484.921,1397.002,1187.126,998.819
908,1540.235,952.971,1074.739,1334.803
909,1550.808,982.03,1332.852,878.86
911,1529.663,923.913,966.331,964.71
912,1490.488,1170.189,1304.002,1382.856
914,1430.167,1378.436,944.025,1293.183
915,1569.906,1041.57,1633.864,1230.079
915,1411.801,1392.502,874.873,1265.844
916,902.534,1276.78,1542.534,1326.66
918,1074.739,1334.803,1173.476,1359.856
918,1565.302,1026.566,1231.171,1359.698
919,1383.877,1298.688,969.756,1230.464
921,1257.913,954.396,1443.85,1247.515
922,1306.724,1007.954,1318.824,1384.593
923,1498.989,1398.007,1234.992,1316.277
924,1258.926,854.622,971.686,1304.119
925,1259.539,1377.645,1171.423,998.434
926,1392.231,1118.946,1220.827,1240.434
927,1213.108,1209.75,970.528,1259.926
929,1361.232,831.325,970.528,1259.926
930,1274.36,1379.382,921.317,1084.697
932,1445.558,1009.094,929.37,1150.956
932,1539.453,1341.331,1585.198,1268.501
933,1404.74,1192.382,1051.27,859.573
933,1264.133,1002.256,1088.844,1338.382
934,1231.171,1359.698,1074.739,1334.803
935,1556.094,996.559,1573.031,1278.106
936,1411.801,1392.502,1530.208,1385.345
936,1216.967,1225.092,1418.209,1011.246
936,1402.476,1227.863,1443.85,1247.515
937,1213.632,844.242,1224.873,1166.635
938,1171.423,998.434,1224.686,1255.777
938,1418.209,1011.246,1202.828,999.203
940,935.212,1087.592,1408.415,1077.036
941,903.476,1137.234,935.212,1087.592
942,1404.534,1012.322,1584.149,1136.417
943,1384.838,1283.213,1550.808,982.03
943,874.873,1265.844,1074.739,1334.803
944,1607.911,1159.731,1404.74,1192.382
944,1213.108,1209.75,1249.936,1000.357
945,1460.676,1008.638,970.142,1245.195
947,1184.112,847.03,1404.74,1192.382
949,1069.094,985.263,1054.476,983.381
950,1184.112,847.03,1237.853,1170.177
950,1623.483,1201.94,1347.713,1190.211
953,1007.406,1107.292,1243.153,841.455
953,1392.231,1118.946,1348.466,1388.066
955,1216.967,1225.092,947.949,869.328
958,1306.724,1007.954,1333.529,1188.329
960,1228.546,1271.119,1437.769,1305.702
960,1263.812,1177.261,1052.795,1135.184
961,1548.698,1297.317,1390.659,1180.473
961,1249.936,1000.357,1171.423,998.434
961,1335.117,1011.753,861.651,1213.396
962,1380.992,1345.114,901.791,1097.993
964,1428.647,1392.983,896.16,1114.183
964,1477.108,1175.013,1236.265,1301.803
967,1050.722,1119.112,1402.476,1227.863
967,1527.126,1400.017,907.423,1081.803
968,1083.712,987.144,1224.686,1255.777
969,1287.433,837.565,921.317,1084.697
969,1318.472,879.837,1169.352,848.423
971,1229.897,1374.172,847.212,1254.908
971,1142.186,994.671,907.423,1081.803
971,1071.844,1304.987,1382.915,1314.164
972,944.025,1293.183,1377.185,1014.475
973,1381.954,1329.639,1361.232,831.325
976,1060.017,1330.42,890.529,1130.373
977,1025.094,977.158,1320.92,1009.853
979,1392.231,1118.946,1249.936,1000.357
979,1258.521,940.265,1252.595,985.037
979,1051.27,859.573,1236.265,1301.803
980,1159.371,1356.277,861.651,1213.396
981,1181.335,1154.754,936.949,958.487
982,1274.36,1379.382,1065.234,1123.073
984,957.856,1298.651,1184.112,847.03
984,1419.644,827.273,1272.673,838.813
984,1538.621,1001.687,1348.466,1388.066
985,1443.85,1247.515,1496.274,1272.416
986,847.212,1254.908,1070.397,1290.079
987,871.277,1185.722,1388.684,1221.312
987,921.317,1084.697,1527.126,1400.017
989,1361.612,876.907,1272.673,838.813
989,1404.534,1012.322,1556.094,996.559
991,968.212,1171.54,970.528,1259.926
991,907.423,1081.803,1440.809,1276.609
991,1497.945,836.738,1213.632,844.242
992,936.949,958.487,1408.415,1077.036
997,1202.828,999.203,1633.864,1230.079
998,1201.686,1367.014,1470.062,1259.966
998,1333.529,1188.329,1098.331,989.026
998,1074.739,1334.803,1390.266,1195.855
998,1470.062,1259.966,1602.72,1145.662
999,1010.403,974.046,1503.232,851.267
999,986.408,1308.502,1484.921,1397.002
1002,1388.684,1221.312,1025.094,977.158
1002,1361.232,831.325,1010.403,974.046
1006,1404.534,1012.322,955.265,1164.678
1006,971.686,1304.119,1402.476,1227.863
1007,1333.529,1188.329,921.317,1084.697
1007,947.949,869.328,1102.949,1341.961
1008,1347.713,1190.211,1388.684,1221.312
1009,1361.612,876.907,1405.505,1028.501
1009,1156.805,996.552,1379.069,1376.065
1009,1001.13,1312.886,1361.485,861.713
1010,1456.956,1253.741,1556.094,996.559
1010,1442.33,1262.062,1264.133,1002.256
1010,992.23,865.147,1173.476,1359.856
1011,1477.108,1175.013,856.838,1227.234
1011,1506.03,1007.27,1361.232,831.325
1011,1405.041,828.286,1349.314,1013.652
1012,1210.36,1162.675,1224.873,1166.635
1012,1304.002,1382.856,1545.521,967.5
1013,1386.761,1252.263,1442.715,1393.987
1013,1428.647,1392.983,1407.445,1060.858
1014,1436.248,1320.249,1007.406,1107.292
1014,1378.108,1391.54,1102.949,1341.961
1017,1234.992,1316.277,1419.644,827.273
1017,1045.295,1326.036,1442.715,1393.987
1018,1237.853,1170.177,1169.352,848.423
1018,1361.612,876.907,902.534,1276.78
1019,918.495,1035.559,1249.936,1000.357
1020,1416.267,1234.414,871.277,1185.722
1020,907.423,1081.803,916.364,1282.247
1020,1021.75,862.36,1392.231,1118.946
1021,1569.906,1041.57,1059.014,1183.397
1022,907.423,1081.803,1496.274,1272.416
1022,1530.629,1155.715,1477.108,1175.013
1022,962.709,867.935,896.16,1114.183
1022,969.756,1230.464,1320.92,1009.853
1023,1448.161,1181.961,1431.688,1363.889
1023,1419.644,827.273,1390.438,829.299
1024,1394.954,1392.021,968.598,1186.271
1025,951.64,961.598,1272.673,838.813
1028,1633.864,1230.079,944.025,1293.183
1029,1588.321,1101.585,1431.883,1010.17
1031,1224.873,1166.635,1333.645,1386.33
1031,1522.486,1284.867,1404.74,1192.382
1032,1125.071,852.604,1442.715,1393.987
1032,1385.8,1267.738,1015.851,1317.269
1032,1431.688,1363.889,1080.791,856.785
1033,968.984,1201.002,947.949,869.328
1035,1379.069,1376.065,1607.911,1159.731
1036,1618.292,1187.87,876.09,1171.885
1037,949.686,917.381,1258.926,854.622
1037,1361.897,1192.092,936.949,958.487
1038,1380.992,1345.114,1220.827,1240.434
1038,890.529,1130.373,1361.232,831.325
1039,890.529,1130.373,1361.358,846.519
1040,968.598,1186.271,1621.698,1239.684
1040,1384.838,1283.213,1319.345,1186.448
1040,1305.16,1184.566,1623.483,1201.94
1040,1066.031,858.179,1117.055,1345.54
1041,1556.094,996.559,1443.85,1247.515
1041,1609.531,1249.29,916.423,1144.095
1042,1387.723,1236.787,941.195,944.785
1042,1306.724,1007.954,1066.031,858.179
1042,1428.647,1392.983,1579.114,1071.577
1043,1534.949,938.442,1583.718,1086.581
1043,1306.724,1007.954,1592.925,1116.588
1045,1316.952,835.069,1478.056,823.221
1047,1346.472,832.573,1333.645,1386.33
1048,1404.534,1012.322,1139.832,851.211
1050,1156.805,996.552,1346.472,832.573
1055,1540.235,952.971,861.042,1260.376
1055,1079.747,1127.033,1108.772,1134.953
1056,1052.795,1135.184,1388.684,1221.312
1058,1434.247,826.26,1244.718,1375.908
1058,1377.185,1014.475,1433.687,1185.434
1058,949.107,901.364,1406.475,1044.679
1058,949.107,901.364,876.09,1171.885
1058,1061.087,1199.468,1409.385,1093.215
1059,1171.423,998.434,1112.949,990.908
1060,1171.423,998.434,1276.792,1180.803
1061,1361.612,876.907,1431.883,1010.17
1061,1390.266,1195.855,1169.352,848.423
1061,1506.03,1007.27,1287.433,837.565
1062,1232.406,1286.461,1431.883,1010.17
1063,971.686,1304.119,1257.913,954.396
1065,1428.647,1392.983,1574.51,1056.574
1066,1621.698,1239.684,1556.094,996.559
1066,1496.274,1272.416,1347.713,1190.211
1066,1440.809,1276.609,1387.723,1236.787
1067,1506.03,1007.27,1171.423,998.434
1067,1509.38,1278.641,1229.897,1374.172
1067,1021.844,1111.232,947.949,869.328
1068,1380.992,1345.114,1255.254,969.716
1068,1258.926,854.622,1618.292,1187.87
1070,1292.527,1006.055,1361.232,831.325
1070,1215.792,1370.593,1108.772,1134.953
1071,1539.453,1341.331,1015.851,1317.269
1072,1257.913,840.061,876.09,1171.885
1074,951.64,961.598,1378.108,1391.54
1074,968.598,1186.271,1187.126,998.819
1074,1470.062,1259.966,1492.659,822.208
1075,1521.148,1006.815,1243.153,841.455
1076,969.756,1230.464,1229.897,1374.172
1077,1319.345,1186.448,1428.647,1392.983
1077,929.37,1150.956,1381.954,1329.639
1077,948.528,885.346,962.709,867.935
1077,1036.51,860.966,1025.094,977.158
1079,1071.844,1304.987,1244.718,1375.908
1080,885.716,1144.21,1386.761,1252.263
1081,1388.684,1221.312,929.567,989.316
1082,1259.736,912.005,1304.092,880.814
1082,1234.992,1316.277,1015.851,1317.269
1083,1236.265,1301.803,995.712,970.934
1083,1436.248,1320.249,968.598,1186.271
1083,1402.476,1227.863,1433.208,1349.342
1083,947.949,869.328,914.804,1050.974
1084,948.528,885.346,1125.071,852.604
1085,1319.345,1186.448,1051.27,859.573
1085,1220.827,1240.434,1224.873,1166.635
1086,1492.659,822.208,1224.873,1166.635
1086,1198.872,845.636,1404.534,1012.322
1088,1557.389,1146.066,1234.992,1316.277
1090,1390.266,1195.855,969.37,1215.733
1090,929.567,989.316,880.903,1158.047
1091,1436.248,1320.249,1259.939,869.183
1092,981.021,967.822,1215.792,1370.593
1093,1231.171,1359.698,1001.13,1312.886
1093,1527.126,1400.017,1233.718,1330.75
1093,1244.718,1375.908,1054.476,983.381
1094,1213.108,1209.75,1392.231,1118.946
1095,1442.715,1393.987,1448.161,1181.961
1095,1006.99,863.754,1065.234,1123.073
1095,1218.531,999.588,1409.385,1093.215
1097,1021.844,1111.232,1363.287,1389.803
1098,1434.728,1334.796,1232.444,1345.224
1098,1224.686,1255.777,888.703,1271.312
1098,1202.828,999.203,1255.254,969.716
1099,1363.287,1389.803,1475.794,1008.182
1099,1117.055,1345.54,970.914,1274.657
1100,1361.232,831.325,1234.992,1316.277
1101,1290.976,1182.684,1045.295,1326.036
1102,1349.314,1013.652,1259.736,912.005
1102,1379.069,1376.065,1405.041,828.286
1102,1015.851,1317.269,929.567,989.316
1103,1391.052,1165.091,1404.74,1192.382
1104,903.476,1137.234,1497.945,836.738
1105,1536.371,1356.003,1201.686,1367.014
1106,1051.27,859.573,1521.148,1006.815
1106,1361.232,831.325,1304.092,880.814
1107,1442.715,1393.987,1406.475,1044.679
1107,1448.85,825.247,1071.844,1304.987
1107,1260.344,897.874,1125.071,852.604
1108,1258.926,854.622,1539.453,1341.331
1108,1050.722,1119.112,1229.897,1374.172
1109,1142.186,994.671,1234.234,999.973
1109,1154.592,849.817,1066.031,858.179
1110,1213.108,1209.75,1506.03,1007.27
1111,1257.913,840.061,1513.804,880.325
1112,876.09,1171.885,1538.621,1001.687
1113,1051.27,859.573,1074.739,1334.803
1115,1074.739,1334.803,1064.607,1230.448
1115,911.113,1066.388,930.195,1287.715
1117,978.528,1099.412,1289.712,881.79
1117,1548.698,1297.317,970.528,1259.926
1117,1346.472,832.573,1080.791,856.785
1119,1274.36,1379.382,1318.472,879.837
1120,1125.071,852.604,1548.698,1297.317
1120,1390.266,1195.855,1098.331,989.026
1121,1418.209,1011.246,1274.36,1379.382
1121,1607.911,1159.731,1609.531,1249.29
1121,1137.797,1142.874,1390.659,1180.473
1122,986.408,1308.502,1405.505,1028.501
1123,1490.912,1007.726,1249.936,1000.357
1124,944.025,1293.183,1102.949,1341.961
1126,970.914,1274.657,1198.872,845.636
1126,1406.475,1044.679,901.791,1097.993
1127,1492.659,822.208,1376.082,1193.974
1127,1409.385,1093.215,1257.913,840.061
1127,1006.99,863.754,935.212,1087.592
1128,929.37,1150.956,1390.266,1195.855
1128,1440.809,1276.609,1244.718,1375.908
1130,1187.126,998.819,1390.266,1195.855
1130,1584.149,1136.417,922.186,1020.145
1130,1250.832,1173.719,1021.844,1111.232
1132,911.113,1066.388,1319.345,1186.448
1133,911.113,1066.388,903.476,1137.234
1133,1216.967,1225.092,1565.302,1026.566
1134,1320.92,1009.853,968.212,1171.54
1134,1609.531,1249.29,1257.913,840.061
1134,1249.936,1000.357,1218.531,999.588
1134,1363.511,1015.551,1391.052,1165.091
1135,1556.094,996.559,1621.698,1239.684
1136,1588.321,1101.585,1363.511,1015.551
1136,885.716,1144.21,1378.108,1391.54
1136,1249.936,1000.357,1579.114,1071.577
1138,1224.873,1166.635,1152.31,1146.834
1139,885.716,1144.21,968.212,1171.54
1140,1361.232,831.325,1333.529,1188.329
1140,1260.952,883.744,1597.529,1131.592
1141,1574.51,1056.574,1456.784,1394.992
1142,981.021,967.822,1556.094,996.559
1143,1083.712,987.144,1597.529,1131.592
1145,1139.832,851.211,1276.792,1180.803
1145,1052.795,1135.184,1556.094,996.559
1148,1509.38,1278.641,1071.844,1304.987
1148,1436.248,1320.249,1428.647,1392.983
1150,1548.698,1297.317,969.37,1215.733
1151,871.277,1185.722,852.025,1241.071
1152,1513.804,880.325,930.195,1287.715
1152,1036.283,1115.172,903.476,1137.234
1152,1234.992,1316.277,1442.715,1393.987
1152,1386.761,1252.263,1378.108,1391.54
1152,1181.335,1154.754,907.423,1081.803
1153,1407.445,1060.858,1255.254,969.716
1153,936.949,958.487,1380.031,1360.59
1154,1382.915,1314.164,1376.082,1193.974
1154,1117.055,1345.54,1389.475,1208.584
1157,907.423,1081.803,1071.844,1304.987
1157,1519.09,894.854,1361.485,861.713
1159,876.09,1171.885,1475.794,1008.182
1160,1181.335,1154.754,1061.087,1199.468
1162,971.686,1304.119,970.914,1274.657
1162,1383.877,1298.688,1404.74,1192.382
1163,907.423,1081.803,1257.913,840.061
1163,1237.853,1170.177,1236.265,1301.803
1163,1542.534,1326.66,1402.476,1227.863
1164,1306.724,1007.954,942.318,1157.817
1164,885.716,1144.21,1112.949,990.908
1164,1079.747,1127.033,1456.956,1253.741
1164,1220.951,1181.007,1095.551,855.392
1165,1573.031,1278.106,1498.989,1398.007
1166,1388.684,1221.312,1404.534,1012.322
1166,1503.868,1165.364,1628.674,1216.009
1166,1573.031,1278.106,1021.844,1111.232
1166,1154.592,849.817,902.534,1276.78
1167,1392.231,1118.946,1361.897,1192.092
1167,1257.913,954.396,1063.16,1215.54
1169,1110.311,853.998,1260.344,897.874
1169,1228.393,842.849,1050.722,1119.112
1170,1434.728,1334.796,1067.502,1260.263
1170,890.529,1130.373,1363.287,1389.803
1171,1448.161,1181.961,1538.621,1001.687
1171,1391.838,1134.328,1529.663,923.913
1171,1463.453,824.234,1517.249,1160.54
1171,914.804,1050.974,1428.647,1392.983
1171,890.529,1130.373,1383.877,1298.688
1171,1597.529,1131.592,1332.852,878.86
1174,1257.913,840.061,847.212,1254.908
1174,1391.838,1134.328,1439.289,1291.155
1174,1276.792,1180.803,896.16,1114.183
1175,970.142,1245.195,970.914,1274.657
1176,1419.213,1188.908,1597.529,1131.592
1178,1173.476,1359.856,1621.698,1239.684
1178,944.025,1293.183,1428.647,1392.983
1179,1448.161,1181.961,1001.13,1312.886
1179,971.686,1304.119,981.021,967.822
1179,1517.249,1160.54,1257.913,954.396
1179,1443.85,1247.515,1560.864,1287.712
1180,1123.285,1138.914,1036.51,860.966
1180,1094.26,1130.993,949.686,917.381
1181,1080.791,856.785,1213.108,1209.75
1182,1382.915,1314.164,1021.75,862.36
1182,1036.283,1115.172,1232.406,1286.461
