Time,PickupX,PickupY,DropoffX,DropoffY
383,1388.684,1221.312,902.534,1276.78
384,1433.687,1185.434,1257.913,840.061
385,1378.108,1391.54,921.317,1084.697
385,1609.531,1249.29,1095.551,855.392
387,1187.126,998.819,1548.698,1297.317
388,969.37,1215.733,1418.209,1011.246
389,874.873,1265.844,1407.445,1060.858
389,1094.26,1130.993,1400.808,1106.08
389,1068.949,1275.171,1475.794,1008.182
390,1051.27,859.573,1074.739,1334.803
390,916.364,1282.247,1583.718,1086.581
390,914.804,1050.974,1440.809,1276.609
390,966.331,964.71,1272.673,838.813
390,1544.009,1150.89,1363.287,1389.803
390,949.651,1091.532,1201.686,1367.014
392,1419.213,1188.908,914.804,1050.974
392,1259.736,912.005,1318.824,1384.593
393,1428.647,1392.983,1036.283,1115.172
393,1071.844,1304.987,1391.052,1165.091
394,1550.808,982.03,1456.956,1253.741
394,1275.332,882.767,1198.872,845.636
394,1388.684,1221.312,1333.645,1386.33
394,1263.812,1177.261,1492.659,822.208
394,1131.16,1349.119,874.873,1265.844
394,1347.713,1190.211,1237.853,1170.177
394,1508.518,865.796,1249.936,1000.357
396,1054.476,983.381,1404.534,1012.322
396,1383.877,1298.688,861.651,1213.396
398,1409.385,1093.215,1530.208,1385.345
399,1347.232,877.883,1419.644,827.273
399,1320.92,1009.853,1529.663,923.913
400,955.265,1164.678,1260.952,883.744
402,907.423,1081.803,1380.031,1360.59
402,970.914,1274.657,1602.72,1145.662
403,1508.518,865.796,907.423,1081.803
403,1095.551,855.392,941.195,944.785
404,921.317,1084.697,1428.647,1392.983
404,1260.952,883.744,1490.488,1170.189
404,1419.644,827.273,1556.094,996.559
405,1066.031,858.179,1127.568,992.789
406,1430.059,1240.964,1378.108,1391.54
407,847.212,1254.908,1448.85,825.247
409,1378.108,1391.54,1231.171,1359.698
410,968.598,1186.271,1056.941,1167.326
410,947.949,869.328,1260.952,883.744
410,1623.483,1201.94,1443.85,1247.515
411,1383.877,1298.688,1430.059,1240.964
415,1166.822,1150.794,1059.014,1183.397
416,1544.009,1150.89,1492.659,822.208
417,1633.864,1230.079,1388.684,1221.312
417,1131.16,1349.119,1021.844,1111.232
418,1181.335,1154.754,1257.913,954.396
419,1400.808,1106.08,936.949,958.487
420,1152.31,1146.834,1534.949,938.442
420,1228.546,1271.119,1232.444,1345.224
421,1065.234,1123.073,1071.844,1304.987
421,1145.265,1352.698,1152.31,1146.834
422,1548.698,1297.317,929.37,1150.956
423,949.686,917.381,1050.722,1119.112
424,1213.632,844.242,1110.311,853.998
424,1095.551,855.392,1195.848,1158.715
424,995.712,970.934,1585.198,1268.501
424,1061.087,1199.468,1074.739,1334.803
424,947.949,869.328,1173.476,1359.856
425,942.318,1157.817,1539.453,1341.331
425,1439.289,1291.155,1220.827,1240.434
426,1079.747,1127.033,1015.851,1317.269
426,1045.295,1326.036,1224.873,1166.635
427,1565.302,1026.566,1503.232,851.267
428,1258.926,854.622,1335.117,1011.753
428,1071.844,1304.987,1071.844,1304.987
429,916.423,1144.095,1538.621,1001.687
430,1264.133,1002.256,1335.117,1011.753
431,962.709,867.935,1249.936,1000.357
432,1477.108,1175.013,876.09,1171.885
432,847.212,1254.908,968.984,1201.002
433,1050.722,1119.112,1159.371,1356.277
435,1513.804,880.325,1380.031,1360.59
436,1066.055,1245.356,1260.952,883.744
436,1258.926,854.622,1385.8,1267.738
436,1059.014,1183.397,1289.712,881.79
437,936.949,958.487,1443.85,1247.515
437,1202.828,999.203,1021.75,862.36
438,907.423,1081.803,901.791,1097.993
438,1125.071,852.604,978.528,1099.412
438,1492.659,822.208,1304.002,1382.856
440,1108.772,1134.953,856.838,1227.234
440,1319.345,1186.448,1378.108,1391.54
440,1289.181,1381.119,1560.698,1011.562
441,1513.804,880.325,1187.581,1363.435
441,1257.913,840.061,1187.126,998.819
441,907.423,1081.803,1304.002,1382.856
441,1533.289,1370.674,1036.51,860.966
442,1416.267,1234.414,1228.546,1271.119
443,1181.335,1154.754,1054.476,983.381
443,1347.713,1190.211,1378.108,1391.54
443,1069.094,985.263,1255.254,969.716
445,1442.33,1262.062,903.476,1137.234
445,1065.234,1123.073,1304.092,880.814
445,1083.712,987.144,1184.112,847.03
446,1633.864,1230.079,1478.056,823.221
446,1492.659,822.208,1234.992,1316.277
446,1542.534,1326.66,1229.897,1374.172
449,1573.031,1278.106,1431.883,1010.17
450,1445.558,1009.094,1304.092,880.814
451,1059.014,1183.397,1497.945,836.738
451,1069.094,985.263,1442.715,1393.987
451,1276.792,1180.803,1216.967,1225.092
451,1442.715,1393.987,1376.082,1193.974
452,1228.393,842.849,1079.747,1127.033
452,1289.181,1381.119,957.856,1298.651
452,1548.698,1297.317,1234.992,1316.277
454,1388.684,1221.312,1361.897,1192.092
454,1550.808,982.03,1386.761,1252.263
455,1063.16,1215.54,1220.951,1181.007
456,1443.85,1247.515,1391.838,1134.328
456,1348.466,1388.066,1509.38,1278.641
456,1506.03,1007.27,1169.352,848.423
456,1318.824,1384.593,1139.832,851.211
456,1521.148,1006.815,1443.85,1247.515
457,852.025,1241.071,1404.74,1192.382
457,1584.149,1136.417,1442.715,1393.987
458,1064.607,1230.448,1228.546,1271.119
459,1333.645,1386.33,1579.114,1071.577
459,1382.915,1314.164,1470.852,1395.997
460,1378.108,1391.54,896.16,1114.183
460,1386.761,1252.263,1263.812,1177.261
460,1257.913,954.396,1333.529,1188.329
461,1198.872,845.636,1201.686,1367.014
461,1066.055,1245.356,1536.371,1356.003
462,1102.949,1341.961,929.567,989.316
464,1508.518,865.796,1054.868,1151.255
464,1579.114,1071.577,1021.844,1111.232
464,1388.684,1221.312,1181.335,1154.754
465,1497.945,836.738,1074.739,1334.803
465,876.09,1171.885,1556.094,996.559
465,1439.289,1291.155,970.528,1259.926
466,1530.629,1155.715,1154.592,849.817
469,1257.913,954.396,1066.031,858.179
470,1063.16,1215.54,1538.621,1001.687
470,1400.808,1106.08,1633.864,1230.079
471,921.317,1084.697,1533.289,1370.674
471,1073.291,1319.895,1095.551,855.392
471,1001.13,1312.886,1391.052,1165.091
472,1346.472,832.573,1361.232,831.325
474,1530.629,1155.715,1067.502,1260.263
476,947.949,869.328,1460.676,1008.638
476,933.258,973.901,1569.906,1041.57
477,971.3,1289.388,1404.534,1012.322
478,1556.094,996.559,1318.472,879.837
478,907.423,1081.803,1597.529,1131.592
479,1597.364,1258.895,1108.772,1134.953
479,1470.062,1259.966,925.877,1004.73
481,1156.805,996.552,1025.094,977.158
481,1527.126,1400.017,1628.674,1216.009
482,902.534,1276.78,1127.568,992.789
483,866.464,1199.559,1378.108,1391.54
483,1456.956,1253.741,1064.607,1230.448
483,1224.873,1166.635,1224.873,1166.635
484,1276.792,1180.803,1045.295,1326.036
485,1443.85,1247.515,1383.877,1298.688
485,1556.094,996.559,1110.311,853.998
485,1250.832,1173.719,970.528,1259.926
486,1623.483,1201.94,852.025,1241.071
486,1534.949,938.442,1584.149,1136.417
487,1036.283,1115.172,1475.794,1008.182
487,1083.712,987.144,1556.094,996.559
487,1210.36,1162.675,1570.769,1141.241
488,1404.534,1012.322,1463.453,824.234
488,1278.33,1004.156,1517.249,1160.54
488,1137.797,1142.874,1346.472,832.573
489,1503.868,1165.364,1544.009,1150.89
490,1390.659,1180.473,1210.36,1162.675
490,1509.38,1278.641,1406.475,1044.679
490,1218.531,999.588,1071.844,1304.987
492,1583.718,1086.581,1419.644,827.273
493,1522.486,1284.867,1597.529,1131.592
493,1224.873,1166.635,890.529,1130.373
494,1073.291,1319.895,1535.592,1291.092
494,1202.828,999.203,1263.812,1177.261
494,1154.592,849.817,1550.808,982.03
494,936.949,958.487,1228.546,1271.119
495,1556.094,996.559,1390.266,1195.855
495,1633.864,1230.079,971.686,1304.119
495,1613.101,1173.801,916.364,1282.247
495,1220.827,1240.434,1319.345,1186.448
496,1475.794,1008.182,861.042,1260.376
496,930.195,1287.715,1607.911,1159.731
496,1257.913,954.396,971.686,1304.119
496,1218.531,999.588,1383.877,1298.688
497,1210.36,1162.675,1544.009,1150.89
498,1213.108,1209.75,1592.925,1116.588
498,1521.148,1006.815,1276.792,1180.803
499,1433.208,1349.342,1060.017,1330.42
499,1384.838,1283.213,1318.472,879.837
501,888.703,1271.312,1522.486,1284.867
501,1260.952,883.744,890.529,1130.373
501,951.64,961.598,1187.126,998.819
502,1361.612,876.907,1063.16,1215.54
502,1156.805,996.552,1217.029,1195.378
504,968.984,1201.002,1521.148,1006.815
505,948.528,885.346,1318.824,1384.593
505,907.423,1081.803,1548.698,1297.317
505,1475.794,1008.182,1333.529,1188.329
506,1565.302,1026.566,1386.761,1252.263
507,1430.059,1240.964,1015.851,1317.269
508,1220.827,1240.434,1166.822,1150.794
509,1404.534,1012.322,1073.291,1319.895
509,1363.287,1389.803,929.37,1150.956
510,947.949,869.328,896.16,1114.183
510,1527.126,1400.017,1383.877,1298.688
511,978.528,1099.412,1588.321,1101.585
512,1633.864,1230.079,942.318,1157.817
514,1492.659,822.208,1108.772,1134.953
516,1050.722,1119.112,1361.612,876.907
516,921.317,1084.697,1237.853,1170.177
516,866.464,1199.559,1509.38,1278.641
517,1159.371,1356.277,1524.377,909.384
518,1418.209,1011.246,1381.954,1329.639
518,1080.791,856.785,1404.534,1012.322
518,1529.663,923.913,1498.989,1398.007
519,1228.546,1271.119,1430.059,1240.964
519,871.277,1185.722,1218.531,999.588
519,1361.485,861.713,1066.031,858.179
520,1349.314,1013.652,1418.209,1011.246
521,1388.684,1221.312,1388.684,1221.312
521,1210.36,1162.675,1080.791,856.785
522,1405.041,828.286,1080.791,856.785
522,907.423,1081.803,1557.389,1146.066
522,1229.897,1374.172,890.529,1130.373
523,1405.505,1028.501,911.113,1066.388
524,1529.663,923.913,969.756,1230.464
525,936.949,958.487,1201.686,1367.014
525,1609.531,1249.29,1408.415,1077.036
526,1050.722,1119.112,1067.502,1260.263
526,907.423,1081.803,1361.232,831.325
527,1224.873,1166.635,1607.911,1159.731
528,1137.797,1142.874,1166.822,1150.794
530,970.914,1274.657,1010.403,974.046
530,1402.476,1227.863,1333.645,1386.33
531,1445.558,1009.094,1503.868,1165.364
531,1521.148,1006.815,1229.897,1374.172
532,1060.017,1330.42,1257.913,954.396
533,1060.017,1330.42,1059.014,1183.397
538,1437.769,1305.702,1418.209,1011.246
538,1302.192,836.317,1534.949,938.442
538,1535.592,1291.092,1066.031,858.179
539,1094.26,1130.993,1237.853,1170.177
539,1234.234,999.973,1556.094,996.559
540,936.949,958.487,1565.302,1026.566
540,969.37,1215.733,1431.883,1010.17
541,1080.791,856.785,930.195,1287.715
541,995.712,970.934,1361.897,1192.092
541,1386.761,1252.263,1036.283,1115.172
542,1169.352,848.423,1585.198,1268.501
543,1274.36,1379.382,1361.612,876.907
543,942.318,1157.817,1252.595,985.037
543,1633.864,1230.079,1460.676,1008.638
543,1079.747,1127.033,1305.16,1184.566
543,1628.674,1216.009,1195.848,1158.715
543,1159.371,1356.277,1169.352,848.423
544,1361.897,1192.092,1070.397,1290.079
544,1259.736,912.005,1390.266,1195.855
545,1181.335,1154.754,1404.534,1012.322
545,1428.647,1392.983,1391.445,1149.71
545,1069.094,985.263,1390.659,1180.473
547,1385.8,1267.738,1061.087,1199.468
547,1166.822,1150.794,1108.772,1134.953
547,880.903,1158.047,1066.031,858.179
548,1292.527,1006.055,1389.475,1208.584
548,935.212,1087.592,1152.31,1146.834
552,890.529,1130.373,1548.698,1297.317
552,1276.792,1180.803,1063.16,1215.54
553,1231.171,1359.698,1597.364,1258.895
555,1095.551,855.392,1517.249,1160.54
555,1542.534,1326.66,890.529,1130.373
555,1492.659,822.208,1535.592,1291.092
556,1385.8,1267.738,1249.936,1000.357
557,916.364,1282.247,1169.352,848.423
558,1618.292,1187.87,871.277,1185.722
559,1508.518,865.796,871.277,1185.722
559,1210.36,1162.675,1061.087,1199.468
560,1535.592,1291.092,1416.267,1234.414
561,1597.529,1131.592,1529.663,923.913
562,1187.581,1363.435,968.598,1186.271
563,922.186,1020.145,970.528,1259.926
563,1073.291,1319.895,1361.612,876.907
564,936.949,958.487,1213.632,844.242
564,1443.85,1247.515,885.716,1144.21
565,907.423,1081.803,1302.192,836.317
565,1378.108,1391.54,1224.686,1255.777
565,1392.231,1118.946,1074.739,1334.803
567,1445.558,1009.094,1477.108,1175.013
569,890.529,1130.373,929.567,989.316
570,1065.234,1123.073,874.873,1265.844
571,1530.629,1155.715,1496.274,1272.416
573,1391.445,1149.71,1437.769,1305.702
574,944.025,1293.183,1259.736,912.005
575,970.914,1274.657,1390.86,1013.399
576,1052.795,1135.184,1496.274,1272.416
577,1556.094,996.559,1380.992,1345.114
578,1522.486,1284.867,1125.071,852.604
579,1316.952,835.069,1484.921,1397.002
579,1054.868,1151.255,1063.16,1215.54
583,1159.371,1356.277,1597.529,1131.592
584,1050.722,1119.112,1477.108,1175.013
585,1054.868,1151.255,1236.265,1301.803
585,930.195,1287.715,1318.472,879.837
585,1442.33,1262.062,1569.906,1041.57
586,907.423,1081.803,1524.377,909.384
586,1007.406,1107.292,1171.423,998.434
586,1527.126,1400.017,1232.406,1286.461
587,1333.529,1188.329,1560.864,1287.712
587,968.212,1171.54,1442.33,1262.062
587,968.212,1171.54,1287.433,837.565
590,1117.055,1345.54,1052.795,1135.184
590,1036.283,1115.172,936.949,958.487
592,1621.698,1239.684,1232.406,1286.461
593,1304.002,1382.856,1378.108,1391.54
593,1592.925,1116.588,1316.952,835.069
595,969.756,1230.464,1530.208,1385.345
